Gene WormBase ID	of CLASH identified piRNA target sites
WBGene00020390	10
WBGene00020391	12
WBGene00020392	7
WBGene00020393	1
WBGene00020394	0
WBGene00020396	1
WBGene00020397	6
WBGene00020398	20
WBGene00020399	9
WBGene00020400	0
WBGene00020401	1
WBGene00020402	7
WBGene00020403	42
WBGene00020404	13
WBGene00020406	0
WBGene00020407	5
WBGene00020408	4
WBGene00020409	0
WBGene00020410	0
WBGene00020411	6
WBGene00020412	16
WBGene00020413	0
WBGene00020414	17
WBGene00020415	0
WBGene00020416	0
WBGene00020417	4
WBGene00020418	1
WBGene00020419	9
WBGene00020420	0
WBGene00020421	0
WBGene00020422	2
WBGene00020423	7
WBGene00020424	1
WBGene00020425	19
WBGene00020426	1
WBGene00020427	2
WBGene00020428	0
WBGene00020430	0
WBGene00020431	0
WBGene00020432	0
WBGene00020433	9
WBGene00020435	0
WBGene00020436	0
WBGene00020437	22
WBGene00020438	4
WBGene00020439	0
WBGene00020440	0
WBGene00020441	6
WBGene00020442	4
WBGene00020443	1
WBGene00020444	0
WBGene00020445	2
WBGene00020446	5
WBGene00020447	6
WBGene00020448	0
WBGene00020449	0
WBGene00020450	3
WBGene00020451	7
WBGene00020452	0
WBGene00020453	0
WBGene00020454	0
WBGene00020455	1
WBGene00020456	1
WBGene00020457	1
WBGene00020459	0
WBGene00020460	0
WBGene00020461	10
WBGene00020462	11
WBGene00020463	27
WBGene00020464	17
WBGene00020465	0
WBGene00020466	12
WBGene00020467	5
WBGene00020468	1
WBGene00020469	0
WBGene00020471	0
WBGene00020472	1
WBGene00020473	3
WBGene00020474	0
WBGene00020475	5
WBGene00020476	0
WBGene00020478	0
WBGene00020479	0
WBGene00020480	4
WBGene00020481	48
WBGene00020482	0
WBGene00020483	0
WBGene00020484	0
WBGene00020485	0
WBGene00020486	11
WBGene00020487	0
WBGene00020488	0
WBGene00020489	0
WBGene00020490	3
WBGene00020491	0
WBGene00020492	0
WBGene00020494	0
WBGene00020496	19
WBGene00020497	0
WBGene00020498	21
WBGene00020499	5
WBGene00020500	12
WBGene00020501	0
WBGene00020502	1
WBGene00020503	0
WBGene00020504	0
WBGene00020505	0
WBGene00020506	0
WBGene00020507	4
WBGene00020508	2
WBGene00020509	0
WBGene00020510	0
WBGene00020511	5
WBGene00020515	0
WBGene00020516	0
WBGene00020517	10
WBGene00020520	0
WBGene00020523	0
WBGene00020524	0
WBGene00020525	0
WBGene00020526	0
WBGene00020527	2
WBGene00020528	0
WBGene00020530	0
WBGene00020531	2
WBGene00020532	0
WBGene00020533	2
WBGene00020534	0
WBGene00020535	0
WBGene00020536	0
WBGene00020537	1
WBGene00020539	0
WBGene00020540	5
WBGene00020541	1
WBGene00020542	0
WBGene00020543	0
WBGene00020544	0
WBGene00020546	0
WBGene00020548	0
WBGene00020549	14
WBGene00020550	0
WBGene00020551	3
WBGene00020553	15
WBGene00020554	0
WBGene00020555	0
WBGene00020556	1
WBGene00020557	6
WBGene00020558	9
WBGene00020559	1
WBGene00020560	0
WBGene00020561	0
WBGene00020562	4
WBGene00020563	2
WBGene00020564	1
WBGene00020565	0
WBGene00020566	0
WBGene00020567	0
WBGene00020568	2
WBGene00020569	0
WBGene00020571	0
WBGene00020572	2
WBGene00020573	0
WBGene00020574	0
WBGene00020575	0
WBGene00020576	1
WBGene00020577	0
WBGene00020578	0
WBGene00020579	0
WBGene00020580	1
WBGene00020581	0
WBGene00020582	0
WBGene00020583	0
WBGene00020584	0
WBGene00020585	0
WBGene00020586	0
WBGene00020587	0
WBGene00020588	45
WBGene00020589	0
WBGene00020590	0
WBGene00020592	0
WBGene00020593	0
WBGene00020594	0
WBGene00020595	0
WBGene00020596	7
WBGene00020597	2
WBGene00020598	5
WBGene00020599	0
WBGene00020600	12
WBGene00020601	7
WBGene00020602	0
WBGene00020603	0
WBGene00020604	14
WBGene00020605	0
WBGene00020607	0
WBGene00020608	0
WBGene00020609	1
WBGene00020611	1
WBGene00020612	0
WBGene00020613	0
WBGene00020616	0
WBGene00020617	0
WBGene00020618	0
WBGene00020620	0
WBGene00020623	0
WBGene00020624	0
WBGene00020625	2
WBGene00020626	0
WBGene00020627	5
WBGene00020628	17
WBGene00020629	8
WBGene00020630	16
WBGene00020631	0
WBGene00020633	4
WBGene00020634	0
WBGene00020635	2
WBGene00020636	8
WBGene00020637	0
WBGene00020638	0
WBGene00020639	0
WBGene00020640	0
WBGene00020642	3
WBGene00020645	0
WBGene00020646	0
WBGene00020647	3
WBGene00020648	1
WBGene00020649	0
WBGene00020650	0
WBGene00020651	0
WBGene00020652	49
WBGene00020653	0
WBGene00020655	0
WBGene00020656	0
WBGene00020657	0
WBGene00020658	1
WBGene00020659	1
WBGene00020660	1
WBGene00020661	9
WBGene00020662	1
WBGene00020663	0
WBGene00020664	0
WBGene00020665	0
WBGene00020666	6
WBGene00020667	0
WBGene00020669	2
WBGene00020670	0
WBGene00020672	2
WBGene00020673	9
WBGene00020674	0
WBGene00020675	2
WBGene00020678	0
WBGene00020679	22
WBGene00020680	0
WBGene00020682	10
WBGene00020683	17
WBGene00020684	24
WBGene00020686	0
WBGene00020687	14
WBGene00020688	2
WBGene00020689	0
WBGene00020690	0
WBGene00020691	0
WBGene00020692	0
WBGene00020693	1
WBGene00020694	0
WBGene00020695	12
WBGene00020696	83
WBGene00020697	0
WBGene00020698	0
WBGene00020699	0
WBGene00020700	0
WBGene00020701	1
WBGene00020702	3
WBGene00020703	0
WBGene00020704	0
WBGene00020705	5
WBGene00020706	11
WBGene00020707	2
WBGene00020708	0
WBGene00020709	13
WBGene00020710	1
WBGene00020712	1
WBGene00020713	5
WBGene00020714	0
WBGene00020715	13
WBGene00020716	8
WBGene00020717	3
WBGene00020718	14
WBGene00020719	22
WBGene00020720	0
WBGene00020721	11
WBGene00020722	0
WBGene00020725	4
WBGene00020726	0
WBGene00020727	1
WBGene00020728	0
WBGene00020730	2
WBGene00020732	3
WBGene00020735	0
WBGene00020736	0
WBGene00020737	0
WBGene00020738	4
WBGene00020740	0
WBGene00020741	0
WBGene00020742	8
WBGene00020743	0
WBGene00020744	17
WBGene00020746	0
WBGene00020747	0
WBGene00020748	0
WBGene00020749	0
WBGene00020750	0
WBGene00020752	40
WBGene00020753	3
WBGene00020754	20
WBGene00020755	0
WBGene00020756	4
WBGene00020757	11
WBGene00020758	0
WBGene00020759	0
WBGene00020760	0
WBGene00020761	7
WBGene00020762	24
WBGene00020763	13
WBGene00020764	0
WBGene00020765	0
WBGene00020766	0
WBGene00020767	1
WBGene00020769	0
WBGene00020770	14
WBGene00020771	3
WBGene00020772	0
WBGene00020773	0
WBGene00020774	0
WBGene00020775	0
WBGene00020777	4
WBGene00020778	47
WBGene00020779	3
WBGene00020781	13
WBGene00020782	9
WBGene00020783	3
WBGene00020784	1
WBGene00020785	0
WBGene00020786	0
WBGene00020787	0
WBGene00020788	0
WBGene00020789	0
WBGene00020790	0
WBGene00020791	0
WBGene00020792	0
WBGene00020793	0
WBGene00020794	0
WBGene00020795	3
WBGene00020796	6
WBGene00020797	6
WBGene00020798	13
WBGene00020799	1
WBGene00020800	0
WBGene00020801	0
WBGene00020802	6
WBGene00020803	0
WBGene00020804	0
WBGene00020805	0
WBGene00020806	1
WBGene00020807	0
WBGene00020808	7
WBGene00020809	0
WBGene00020810	0
WBGene00020811	0
WBGene00020812	6
WBGene00020813	0
WBGene00020817	0
WBGene00020819	9
WBGene00020820	2
WBGene00020821	16
WBGene00020822	11
WBGene00020823	2
WBGene00020824	9
WBGene00020825	0
WBGene00020826	0
WBGene00020827	37
WBGene00020828	0
WBGene00020829	1
WBGene00020830	5
WBGene00020831	4
WBGene00020832	2
WBGene00020833	0
WBGene00020834	0
WBGene00020835	3
WBGene00020836	0
WBGene00020837	1
WBGene00020838	3
WBGene00020839	9
WBGene00020840	17
WBGene00020841	7
WBGene00020842	2
WBGene00020843	9
WBGene00020844	0
WBGene00020845	0
WBGene00020846	2
WBGene00020847	0
WBGene00020849	0
WBGene00020850	0
WBGene00020851	0
WBGene00020852	7
WBGene00020853	0
WBGene00020854	1
WBGene00020855	0
WBGene00020856	4
WBGene00020857	0
WBGene00020858	3
WBGene00020859	0
WBGene00020860	4
WBGene00020861	0
WBGene00020862	0
WBGene00020863	0
WBGene00020864	2
WBGene00020865	0
WBGene00020866	17
WBGene00020867	2
WBGene00020868	7
WBGene00020869	0
WBGene00020870	1
WBGene00020871	0
WBGene00020874	0
WBGene00020875	0
WBGene00020877	0
WBGene00020878	0
WBGene00020879	2
WBGene00020880	0
WBGene00020881	1
WBGene00020882	0
WBGene00020883	1
WBGene00020884	2
WBGene00020886	0
WBGene00020887	0
WBGene00020888	0
WBGene00020889	0
WBGene00020890	0
WBGene00020891	1
WBGene00020893	0
WBGene00020894	12
WBGene00020895	1
WBGene00020896	6
WBGene00020897	0
WBGene00020898	2
WBGene00020899	0
WBGene00020900	0
WBGene00020901	0
WBGene00020902	45
WBGene00020903	0
WBGene00020904	0
WBGene00020905	6
WBGene00020906	0
WBGene00020908	0
WBGene00020909	12
WBGene00020910	6
WBGene00020911	2
WBGene00020912	2
WBGene00020913	2
WBGene00020914	3
WBGene00020915	27
WBGene00020917	0
WBGene00020918	0
WBGene00020919	4
WBGene00020920	1
WBGene00020921	1
WBGene00020922	0
WBGene00020923	0
WBGene00020924	0
WBGene00020927	0
WBGene00020929	0
WBGene00020930	40
WBGene00020931	2
WBGene00020932	15
WBGene00020933	9
WBGene00020935	7
WBGene00020936	14
WBGene00020937	0
WBGene00020938	0
WBGene00020939	0
WBGene00020940	1
WBGene00020941	3
WBGene00020942	9
WBGene00020943	0
WBGene00020945	14
WBGene00020946	0
WBGene00020947	1
WBGene00020948	22
WBGene00020949	2
WBGene00020950	19
WBGene00020951	30
WBGene00020952	2
WBGene00020953	4
WBGene00020954	1
WBGene00020955	25
WBGene00020957	2
WBGene00020961	0
WBGene00020962	1
WBGene00020964	24
WBGene00020966	5
WBGene00020967	2
WBGene00020970	10
WBGene00020972	0
WBGene00020973	0
WBGene00020974	2
WBGene00020976	0
WBGene00020977	0
WBGene00020978	2
WBGene00020979	0
WBGene00020982	0
WBGene00020983	0
WBGene00020984	1
WBGene00020985	0
WBGene00020986	0
WBGene00020987	2
WBGene00020988	50
WBGene00020989	0
WBGene00020990	8
WBGene00020993	8
WBGene00020994	8
WBGene00020995	0
WBGene00020997	0
WBGene00020999	22
WBGene00021000	31
WBGene00021002	0
WBGene00021003	0
WBGene00021004	15
WBGene00021005	2
WBGene00021006	0
WBGene00021007	26
WBGene00021008	1
WBGene00021009	16
WBGene00021010	1
WBGene00021011	0
WBGene00021012	25
WBGene00021014	5
WBGene00021015	393
WBGene00021016	1
WBGene00021017	0
WBGene00021019	0
WBGene00021020	11
WBGene00021021	3
WBGene00021022	3
WBGene00021023	0
WBGene00021024	3
WBGene00021025	1
WBGene00021026	4
WBGene00021027	4
WBGene00021028	1
WBGene00021029	0
WBGene00021030	0
WBGene00021031	0
WBGene00021032	0
WBGene00021033	0
WBGene00021034	267
WBGene00021035	37
WBGene00021036	7
WBGene00021038	4
WBGene00021039	1
WBGene00021040	19
WBGene00021041	0
WBGene00021042	0
WBGene00021043	9
WBGene00021044	2
WBGene00021045	7
WBGene00021046	1
WBGene00021047	4
WBGene00021048	1
WBGene00021049	3
WBGene00021051	3
WBGene00021052	0
WBGene00021053	0
WBGene00021054	0
WBGene00021055	22
WBGene00021056	12
WBGene00021057	2
WBGene00021058	5
WBGene00021059	0
WBGene00021060	0
WBGene00021061	13
WBGene00021063	10
WBGene00021066	1
WBGene00021067	0
WBGene00021068	15
WBGene00021070	0
WBGene00021072	0
WBGene00021073	9
WBGene00021074	4
WBGene00021075	1
WBGene00021076	2
WBGene00021078	29
WBGene00021079	0
WBGene00021080	1
WBGene00021081	0
WBGene00021082	1
WBGene00021083	0
WBGene00021084	0
WBGene00021085	0
WBGene00021086	0
WBGene00021087	0
WBGene00021088	41
WBGene00021089	0
WBGene00021090	0
WBGene00021091	0
WBGene00021092	0
WBGene00021093	10
WBGene00021094	0
WBGene00021095	3
WBGene00021096	3
WBGene00021097	17
WBGene00021098	5
WBGene00021099	0
WBGene00021101	3
WBGene00021103	13
WBGene00021104	3
WBGene00021105	0
WBGene00021106	8
WBGene00021107	18
WBGene00021108	0
WBGene00021109	3
WBGene00021110	1
WBGene00021111	0
WBGene00021112	19
WBGene00021113	16
WBGene00021114	4
WBGene00021115	0
WBGene00021116	3
WBGene00021117	0
WBGene00021118	0
WBGene00021120	0
WBGene00021121	0
WBGene00021122	0
WBGene00021123	4
WBGene00021124	0
WBGene00021125	0
WBGene00021126	0
WBGene00021127	0
WBGene00021128	17
WBGene00021129	0
WBGene00021131	5
WBGene00021132	10
WBGene00021133	10
WBGene00021134	0
WBGene00021135	0
WBGene00021136	0
WBGene00021137	0
WBGene00021138	0
WBGene00021139	0
WBGene00021141	0
WBGene00021142	0
WBGene00021143	0
WBGene00021144	0
WBGene00021145	0
WBGene00021146	1
WBGene00021148	2
WBGene00021149	2
WBGene00021150	0
WBGene00021152	1
WBGene00021153	8
WBGene00021154	4
WBGene00021155	12
WBGene00021156	0
WBGene00021157	0
WBGene00021158	0
WBGene00021159	0
WBGene00021160	0
WBGene00021161	0
WBGene00021162	0
WBGene00021163	0
WBGene00021164	0
WBGene00021165	0
WBGene00021166	0
WBGene00021167	0
WBGene00021168	0
WBGene00021169	0
WBGene00021170	4
WBGene00021171	0
WBGene00021172	0
WBGene00021173	0
WBGene00021174	0
WBGene00021175	1
WBGene00021176	0
WBGene00021177	0
WBGene00021178	19
WBGene00021179	0
WBGene00021180	0
WBGene00021183	0
WBGene00021185	0
WBGene00021186	4
WBGene00021187	1
WBGene00021188	7
WBGene00021189	3
WBGene00021190	0
WBGene00021191	9
WBGene00021192	7
WBGene00021193	11
WBGene00021194	2
WBGene00021195	0
WBGene00021196	0
WBGene00021197	0
WBGene00021198	0
WBGene00021199	0
WBGene00021200	17
WBGene00021201	14
WBGene00021202	6
WBGene00021204	1
WBGene00021205	7
WBGene00021207	14
WBGene00021208	5
WBGene00021209	9
WBGene00021210	4
WBGene00021212	0
WBGene00021213	0
WBGene00021214	5
WBGene00021215	1
WBGene00021216	0
WBGene00021217	0
WBGene00021219	6
WBGene00021220	0
WBGene00021221	0
WBGene00021222	0
WBGene00021223	0
WBGene00021224	0
WBGene00021226	2
WBGene00021227	5
WBGene00021228	0
WBGene00021232	0
WBGene00021235	0
WBGene00021236	2
WBGene00021237	4
WBGene00021238	6
WBGene00021239	103
WBGene00021241	0
WBGene00021243	0
WBGene00021244	1
WBGene00021245	0
WBGene00021246	19
WBGene00021247	3
WBGene00021248	8
WBGene00021249	0
WBGene00021250	0
WBGene00021251	0
WBGene00021252	0
WBGene00021253	0
WBGene00021254	0
WBGene00021256	3
WBGene00021257	0
WBGene00021259	0
WBGene00021260	5
WBGene00021261	0
WBGene00021262	0
WBGene00021263	1
WBGene00021264	11
WBGene00021266	0
WBGene00021267	0
WBGene00021268	0
WBGene00021269	15
WBGene00021270	10
WBGene00021271	11
WBGene00021272	0
WBGene00021274	3
WBGene00021275	1
WBGene00021276	9
WBGene00021277	30
WBGene00021279	1
WBGene00021280	1
WBGene00021281	19
WBGene00021282	8
WBGene00021284	0
WBGene00021285	0
WBGene00021286	13
WBGene00021287	4
WBGene00021288	12
WBGene00021289	0
WBGene00021290	0
WBGene00021291	0
WBGene00021292	14
WBGene00021293	0
WBGene00021294	5
WBGene00021295	18
WBGene00021296	3
WBGene00021297	0
WBGene00021298	5
WBGene00021299	2
WBGene00021300	0
WBGene00021301	0
WBGene00021302	4
WBGene00021303	0
WBGene00021304	1
WBGene00021305	5
WBGene00021309	0
WBGene00021310	1
WBGene00021311	18
WBGene00021312	2
WBGene00021313	3
WBGene00021314	2
WBGene00021315	13
WBGene00021316	10
WBGene00021317	0
WBGene00021319	10
WBGene00021320	2
WBGene00021321	0
WBGene00021322	1
WBGene00021323	5
WBGene00021324	5
WBGene00021325	1
WBGene00021326	0
WBGene00021327	8
WBGene00021328	5
WBGene00021329	10
WBGene00021331	2
WBGene00021332	26
WBGene00021333	3
WBGene00021334	14
WBGene00021335	0
WBGene00021336	0
WBGene00021337	0
WBGene00021338	0
WBGene00021339	0
WBGene00021340	2
WBGene00021343	1
WBGene00021344	17
WBGene00021345	23
WBGene00021346	6
WBGene00021347	13
WBGene00021348	8
WBGene00021349	3
WBGene00021350	41
WBGene00021351	22
WBGene00021352	17
WBGene00021353	6
WBGene00021354	0
WBGene00021355	23
WBGene00021357	0
WBGene00021358	1
WBGene00021359	10
WBGene00021362	0
WBGene00021363	7
WBGene00021364	0
WBGene00021365	17
WBGene00021366	2
WBGene00021367	2
WBGene00021368	0
WBGene00021369	8
WBGene00021370	2
WBGene00021371	1
WBGene00021372	8
WBGene00021373	0
WBGene00021374	4
WBGene00021375	2
WBGene00021376	14
WBGene00021377	4
WBGene00021378	13
WBGene00021379	0
WBGene00021381	3
WBGene00021382	0
WBGene00021383	0
WBGene00021384	0
WBGene00021385	0
WBGene00021386	2
WBGene00021387	10
WBGene00021388	0
WBGene00021389	0
WBGene00021390	0
WBGene00021391	18
WBGene00021392	9
WBGene00021394	13
WBGene00021395	12
WBGene00021396	0
WBGene00021397	0
WBGene00021398	24
WBGene00021400	0
WBGene00021401	2
WBGene00021402	14
WBGene00021403	0
WBGene00021404	0
WBGene00021405	0
WBGene00021406	6
WBGene00021407	0
WBGene00021408	0
WBGene00021409	0
WBGene00021410	1
WBGene00021412	1
WBGene00021413	0
WBGene00021414	0
WBGene00021415	9
WBGene00021416	6
WBGene00021417	3
WBGene00021419	4
WBGene00021420	5
WBGene00021421	2
WBGene00021423	17
WBGene00021425	6
WBGene00021427	5
WBGene00021428	2
WBGene00021430	11
WBGene00021433	0
WBGene00021434	0
WBGene00021435	0
WBGene00021436	0
WBGene00021437	0
WBGene00021438	0
WBGene00021439	1
WBGene00021440	26
WBGene00021441	0
WBGene00021442	4
WBGene00021443	4
WBGene00021444	9
WBGene00021445	0
WBGene00021446	0
WBGene00021447	5
WBGene00021448	0
WBGene00021449	2
WBGene00021450	0
WBGene00021451	2
WBGene00021452	0
WBGene00021454	0
WBGene00021456	7
WBGene00021457	0
WBGene00021458	0
WBGene00021460	14
WBGene00021461	3
WBGene00021463	3
WBGene00021464	10
WBGene00021465	4
WBGene00021466	12
WBGene00021467	12
WBGene00021468	0
WBGene00021469	7
WBGene00021470	33
WBGene00021471	0
WBGene00021472	12
WBGene00021473	3
WBGene00021474	11
WBGene00021475	3
WBGene00021476	2
WBGene00021477	0
WBGene00021478	0
WBGene00021479	1
WBGene00021482	5
WBGene00021484	0
WBGene00021485	3
WBGene00021486	19
WBGene00021487	6
WBGene00021488	1
WBGene00021490	0
WBGene00021491	0
WBGene00021492	0
WBGene00021493	0
WBGene00021494	0
WBGene00021495	1
WBGene00021496	0
WBGene00021497	4
WBGene00021498	0
WBGene00021499	0
WBGene00021500	0
WBGene00021501	0
WBGene00021502	6
WBGene00021503	0
WBGene00021504	0
WBGene00021505	8
WBGene00021506	9
WBGene00021507	15
WBGene00021508	5
WBGene00021509	1
WBGene00021510	6
WBGene00021511	0
WBGene00021512	7
WBGene00021513	0
WBGene00021514	6
WBGene00021515	50
WBGene00021516	3
WBGene00021517	0
WBGene00021518	0
WBGene00021519	0
WBGene00021521	0
WBGene00021522	7
WBGene00021524	0
WBGene00021525	0
WBGene00021526	0
WBGene00021527	0
WBGene00021528	0
WBGene00021529	0
WBGene00021530	0
WBGene00021531	8
WBGene00021532	0
WBGene00021533	1
WBGene00021534	13
WBGene00021535	10
WBGene00021536	11
WBGene00021537	3
WBGene00021538	5
WBGene00021539	6
WBGene00021540	0
WBGene00021541	7
WBGene00021542	6
WBGene00021543	0
WBGene00021544	3
WBGene00021545	12
WBGene00021546	14
WBGene00021547	1
WBGene00021548	3
WBGene00021549	10
WBGene00021551	25
WBGene00021552	8
WBGene00021553	0
WBGene00021554	9
WBGene00021555	14
WBGene00021556	2
WBGene00021557	0
WBGene00021558	0
WBGene00021559	23
WBGene00021560	10
WBGene00021561	12
WBGene00021562	5
WBGene00021563	1
WBGene00021564	6
WBGene00021565	0
WBGene00021566	2
WBGene00021567	0
WBGene00021568	0
WBGene00021569	0
WBGene00021570	0
WBGene00021571	0
WBGene00021572	0
WBGene00021573	0
WBGene00021576	4
WBGene00021577	0
WBGene00021578	0
WBGene00021579	15
WBGene00021580	0
WBGene00021581	0
WBGene00021582	0
WBGene00021583	0
WBGene00021585	0
WBGene00021586	0
WBGene00021587	0
WBGene00021589	0
WBGene00021590	0
WBGene00021591	0
WBGene00021592	0
WBGene00021593	0
WBGene00021594	0
WBGene00021595	22
WBGene00021596	21
WBGene00021597	21
WBGene00021598	0
WBGene00021599	0
WBGene00021600	0
WBGene00021601	0
WBGene00021602	0
WBGene00021603	0
WBGene00021605	1
WBGene00021607	16
WBGene00021608	0
WBGene00021609	0
WBGene00021610	2
WBGene00021611	0
WBGene00021612	0
WBGene00021613	7
WBGene00021614	0
WBGene00021615	1
WBGene00021616	0
WBGene00021617	0
WBGene00021619	0
WBGene00021620	0
WBGene00021621	0
WBGene00021623	0
WBGene00021624	0
WBGene00021625	0
WBGene00021626	6
WBGene00021627	0
WBGene00021628	0
WBGene00021629	4
WBGene00021630	5
WBGene00021631	0
WBGene00021632	0
WBGene00021633	3
WBGene00021634	10
WBGene00021635	0
WBGene00021636	4
WBGene00021637	21
WBGene00021638	6
WBGene00021639	2
WBGene00021640	2
WBGene00021641	0
WBGene00021643	0
WBGene00021644	1
WBGene00021645	0
WBGene00021646	1
WBGene00021647	4
WBGene00021648	2
WBGene00021649	4
WBGene00021650	3
WBGene00021653	1
WBGene00021654	10
WBGene00021655	17
WBGene00021656	6
WBGene00021657	6
WBGene00021658	19
WBGene00021660	10
WBGene00021661	17
WBGene00021662	20
WBGene00021666	0
WBGene00021667	24
WBGene00021671	78
WBGene00021672	0
WBGene00021675	10
WBGene00021676	12
WBGene00021677	8
WBGene00021678	24
WBGene00021679	27
WBGene00021681	10
WBGene00021682	10
WBGene00021683	9
WBGene00021685	9
WBGene00021686	9
WBGene00021687	5
WBGene00021689	19
WBGene00021690	0
WBGene00021691	4
WBGene00021692	3
WBGene00021693	4
WBGene00021694	0
WBGene00021697	23
WBGene00021698	5
WBGene00021700	3
WBGene00021701	0
WBGene00021702	3
WBGene00021703	0
WBGene00021704	3
WBGene00021705	0
WBGene00021706	0
WBGene00021707	1
WBGene00021708	1
WBGene00021709	1
WBGene00021710	0
WBGene00021711	0
WBGene00021713	1
WBGene00021714	3
WBGene00021715	11
WBGene00021716	0
WBGene00021717	0
WBGene00021718	0
WBGene00021719	0
WBGene00021720	1
WBGene00021721	6
WBGene00021722	0
WBGene00021724	1
WBGene00021725	5
WBGene00021726	9
WBGene00021727	7
WBGene00021728	3
WBGene00021729	0
WBGene00021730	4
WBGene00021731	0
WBGene00021732	7
WBGene00021733	2
WBGene00021734	0
WBGene00021735	13
WBGene00021736	9
WBGene00021738	5
WBGene00021739	11
WBGene00021740	0
WBGene00021741	2
WBGene00021743	3
WBGene00021744	0
WBGene00021745	0
WBGene00021746	0
WBGene00021748	2
WBGene00021749	14
WBGene00021750	13
WBGene00021751	9
WBGene00021752	9
WBGene00021753	8
WBGene00021754	16
WBGene00021755	16
WBGene00021756	9
WBGene00021757	3
WBGene00021758	1
WBGene00021759	2
WBGene00021763	141
WBGene00021764	4
WBGene00021765	7
WBGene00021766	7
WBGene00021768	0
WBGene00021771	3
WBGene00021772	0
WBGene00021773	0
WBGene00021774	0
WBGene00021776	0
WBGene00021778	0
WBGene00021779	0
WBGene00021780	0
WBGene00021781	12
WBGene00021783	6
WBGene00021784	9
WBGene00021785	8
WBGene00021786	0
WBGene00021787	0
WBGene00021788	0
WBGene00021789	2
WBGene00021790	0
WBGene00021791	1
WBGene00021793	1
WBGene00021794	0
WBGene00021795	0
WBGene00021796	1
WBGene00021797	0
WBGene00021798	0
WBGene00021799	2
WBGene00021800	5
WBGene00021801	1
WBGene00021803	0
WBGene00021804	0
WBGene00021805	0
WBGene00021806	0
WBGene00021807	0
WBGene00021808	42
WBGene00021809	0
WBGene00021810	7
WBGene00021811	10
WBGene00021812	2
WBGene00021813	9
WBGene00021814	0
WBGene00021815	11
WBGene00021816	9
WBGene00021817	3
WBGene00021818	1
WBGene00021820	2
WBGene00021821	1
WBGene00021822	0
WBGene00021826	1
WBGene00021827	2
WBGene00021828	9
WBGene00021829	2
WBGene00021830	11
WBGene00021831	27
WBGene00021832	8
WBGene00021833	0
WBGene00021834	7
WBGene00021835	5
WBGene00021837	0
WBGene00021838	0
WBGene00021839	7
WBGene00021840	4
WBGene00021841	8
WBGene00021842	8
WBGene00021843	13
WBGene00021844	15
WBGene00021845	8
WBGene00021846	9
WBGene00021847	11
WBGene00021848	1
WBGene00021849	13
WBGene00021850	0
WBGene00021852	0
WBGene00021853	8
WBGene00021854	10
WBGene00021855	1
WBGene00021856	22
WBGene00021857	19
WBGene00021858	3
WBGene00021859	0
WBGene00021860	0
WBGene00021861	0
WBGene00021862	0
WBGene00021863	39
WBGene00021864	0
WBGene00021865	0
WBGene00021866	1
WBGene00021867	2
WBGene00021868	12
WBGene00021869	0
WBGene00021870	4
WBGene00021871	1
WBGene00021872	1
WBGene00021873	0
WBGene00021875	0
WBGene00021876	1
WBGene00021877	14
WBGene00021878	4
WBGene00021879	3
WBGene00021880	3
WBGene00021881	1
WBGene00021882	8
WBGene00021883	15
WBGene00021884	16
WBGene00021887	28
WBGene00021888	15
WBGene00021890	19
WBGene00021891	0
WBGene00021892	0
WBGene00021893	1
WBGene00021894	0
WBGene00021895	0
WBGene00021897	0
WBGene00021898	68
WBGene00021899	21
WBGene00021900	13
WBGene00021901	3
WBGene00021902	8
WBGene00021904	0
WBGene00021905	17
WBGene00021906	9
WBGene00021907	0
WBGene00021908	2
WBGene00021909	0
WBGene00021910	16
WBGene00021911	0
WBGene00021912	4
WBGene00021913	9
WBGene00021914	5
WBGene00021915	1
WBGene00021916	1
WBGene00021917	0
WBGene00021918	0
WBGene00021919	0
WBGene00021920	2
WBGene00021921	19
WBGene00021922	4
WBGene00021923	8
WBGene00021925	2
WBGene00021926	6
WBGene00021927	11
WBGene00021928	2
WBGene00021929	12
WBGene00021930	16
WBGene00021931	9
WBGene00021932	3
WBGene00021933	3
WBGene00021934	24
WBGene00021935	26
WBGene00021936	6
WBGene00021938	16
WBGene00021939	26
WBGene00021941	3
WBGene00021942	1
WBGene00021943	3
WBGene00021945	5
WBGene00021947	0
WBGene00021948	0
WBGene00021949	0
WBGene00021950	1
WBGene00021951	0
WBGene00021952	13
WBGene00021953	0
WBGene00021956	19
WBGene00021957	0
WBGene00021958	0
WBGene00021959	6
WBGene00021960	1
WBGene00021961	0
WBGene00021963	0
WBGene00021964	0
WBGene00021965	0
WBGene00021966	5
WBGene00021967	1
WBGene00021968	1
WBGene00021969	16
WBGene00021970	0
WBGene00021972	0
WBGene00021973	7
WBGene00021974	0
WBGene00021975	0
WBGene00021976	2
WBGene00021977	9
WBGene00021978	7
WBGene00021979	1
WBGene00021980	0
WBGene00021981	0
WBGene00021983	0
WBGene00021984	0
WBGene00021985	13
WBGene00021986	10
WBGene00021987	0
WBGene00021988	4
WBGene00021992	0
WBGene00021993	22
WBGene00021994	0
WBGene00021996	9
WBGene00021997	114
WBGene00021998	2
WBGene00021999	0
WBGene00022000	0
WBGene00022002	115
WBGene00022003	1
WBGene00022004	0
WBGene00022005	54
WBGene00022006	12
WBGene00022007	12
WBGene00022008	0
WBGene00022010	2
WBGene00022011	0
WBGene00022012	0
WBGene00022013	0
WBGene00022014	6
